rxn_cpd	concerns@reaction	consumes@compound	produces@compound	stoichiometry	compartment
RXN-14970_ETR-Quinols__1_c	RXN-14970	ETR-Quinols		1	c
RXN-14970_FUM__1_c	RXN-14970	FUM		1	c
RXN-14970__SUC_1_c	RXN-14970		SUC	1	c
RXN-7974_OXYGEN-MOLECULE__1_c	RXN-7974	OXYGEN-MOLECULE		1	c
RXN-7974_CPD-7196__1_c	RXN-7974	CPD-7196		1	c
RXN-7974__CPD-7279_1_c	RXN-7974		CPD-7279	1	c
RXN-7974__CPD-7280_1_c	RXN-7974		CPD-7280	1	c
2.4.1.119-RXN__PROTON_1_c	2.4.1.119-RXN		PROTON	1	c
2.4.1.119-RXN__CPD-18077_1_c	2.4.1.119-RXN		CPD-18077	1	c
2.4.1.119-RXN_Protein-L-Asparagine__1_c	2.4.1.119-RXN	Protein-L-Asparagine		1	c
2.4.1.119-RXN__CPD-224_1_c	2.4.1.119-RXN		CPD-224	1	c
2.4.1.119-RXN_CPD-18076__1_c	2.4.1.119-RXN	CPD-18076		1	c
RXN-14965__Pi_1_c	RXN-14965		Pi	1	c
RXN-14965__GLYCEROL_1_c	RXN-14965		GLYCEROL	1	c
RXN-14965_GLYCEROL-3P__1_c	RXN-14965	GLYCEROL-3P		1	c
RXN-14965_WATER__1_c	RXN-14965	WATER		1	c
RXN-11319_S-ADENOSYLMETHIONINE__1_c	RXN-11319	S-ADENOSYLMETHIONINE		1	c
RXN-11319__PROTON_1_c	RXN-11319		PROTON	1	c
RXN-11319_NADPH__1_c	RXN-11319	NADPH		1	c
RXN-11319__NADP_1_c	RXN-11319		NADP	1	c
RXN-11319__CPD-12279_1_c	RXN-11319		CPD-12279	1	c
RXN-11319__CH33ADO_1_c	RXN-11319		CH33ADO	1	c
RXN-11319_TYR__1_c	RXN-11319	TYR		1	c
RXN-11319__MET_1_c	RXN-11319		MET	1	c
RXN-11319__CPD-108_1_c	RXN-11319		CPD-108	1	c
RXN-11213_WATER__1_c	RXN-11213	WATER		1	c
RXN-11213_CH3-MALONATE-S-ALD__1_c	RXN-11213	CH3-MALONATE-S-ALD		1	c
RXN-11213_CO-A__1_c	RXN-11213	CO-A		1	c
RXN-11213__NADH_1_c	RXN-11213		NADH	1	c
RXN-11213__PROPIONYL-COA_1_c	RXN-11213		PROPIONYL-COA	1	c
RXN-11213__HCO3_1_c	RXN-11213		HCO3	1	c
RXN-11213__PROTON_1_c	RXN-11213		PROTON	1	c
RXN-11213_NAD__1_c	RXN-11213	NAD		1	c
1.3.1.71-RXN_PROTON__1_c	1.3.1.71-RXN	PROTON		1	c
1.3.1.71-RXN__ERGOSTEROL_1_c	1.3.1.71-RXN		ERGOSTEROL	1	c
1.3.1.71-RXN__NADP_1_c	1.3.1.71-RXN		NADP	1	c
1.3.1.71-RXN_NADPH__1_c	1.3.1.71-RXN	NADPH		1	c
1.3.1.71-RXN_57222428-ERGOSTATETRAENOL__1_c	1.3.1.71-RXN	57222428-ERGOSTATETRAENOL		1	c
SAMDECARB-RXN__CARBON-DIOXIDE_1_c	SAMDECARB-RXN		CARBON-DIOXIDE	1	c
SAMDECARB-RXN_PROTON__1_c	SAMDECARB-RXN	PROTON		1	c
SAMDECARB-RXN__S-ADENOSYLMETHIONINAMINE_1_c	SAMDECARB-RXN		S-ADENOSYLMETHIONINAMINE	1	c
SAMDECARB-RXN_S-ADENOSYLMETHIONINE__1_c	SAMDECARB-RXN	S-ADENOSYLMETHIONINE		1	c
3.1.4.43-RXN_CPD-541__1_c	3.1.4.43-RXN	CPD-541		1	c
3.1.4.43-RXN_WATER__1_c	3.1.4.43-RXN	WATER		1	c
3.1.4.43-RXN__GLYCEROL_1_c	3.1.4.43-RXN		GLYCEROL	1	c
3.1.4.43-RXN__PROTON_1_c	3.1.4.43-RXN		PROTON	1	c
3.1.4.43-RXN__D-MYO-INOSITOL-1-MONOPHOSPHATE_1_c	3.1.4.43-RXN		D-MYO-INOSITOL-1-MONOPHOSPHATE	1	c
RXN6666-4_DOPAMINE__1_c	RXN6666-4	DOPAMINE		1	c
RXN6666-4_WATER__1_c	RXN6666-4	WATER		1	c
RXN6666-4__HYDROGEN-PEROXIDE_1_c	RXN6666-4		HYDROGEN-PEROXIDE	1	c
RXN6666-4__AMMONIUM_1_c	RXN6666-4		AMMONIUM	1	c
RXN6666-4_OXYGEN-MOLECULE__1_c	RXN6666-4	OXYGEN-MOLECULE		1	c
RXN6666-4__34-DIHYDROXYPHENYLACETALDEHYDE_1_c	RXN6666-4		34-DIHYDROXYPHENYLACETALDEHYDE	1	c
MANNKIN-RXN__ADP_1_c	MANNKIN-RXN		ADP	1	c
MANNKIN-RXN__PROTON_1_c	MANNKIN-RXN		PROTON	1	c
MANNKIN-RXN__CPD-15979_1_c	MANNKIN-RXN		CPD-15979	1	c
MANNKIN-RXN_ATP__1_c	MANNKIN-RXN	ATP		1	c
MANNKIN-RXN_D-mannopyranose__1_c	MANNKIN-RXN	D-mannopyranose		1	c
RXN-7668_POLY-GLUCOSYLATED-GLYCOGENINS__1_c	RXN-7668	POLY-GLUCOSYLATED-GLYCOGENINS		1	c
RXN-7668__UDP_1_c	RXN-7668		UDP	1	c
RXN-7668_CPD-12575__1_c	RXN-7668	CPD-12575		1	c
RXN-7668__POLY-GLUCOSYLATED-GLYCOGENINS_1_c	RXN-7668		POLY-GLUCOSYLATED-GLYCOGENINS	1	c
RXN-14372__WATER_1_c	RXN-14372		WATER	1	c
RXN-14372__CPD-7043_1_c	RXN-14372		CPD-7043	1	c
RXN-14372_Alpha-Amyloses__1_c	RXN-14372	Alpha-Amyloses		1	c
RXN-12430__CPD-8347_1_c	RXN-12430		CPD-8347	1	c
RXN-12430_CPD-8158__1_c	RXN-12430	CPD-8158		1	c
RXN-12430_WATER__1_c	RXN-12430	WATER		1	c
RXN-12430__PALMITATE_1_c	RXN-12430		PALMITATE	1	c
RXN-12430__PROTON_1_c	RXN-12430		PROTON	1	c
3.6.3.4-RXN__ADP_1_c	3.6.3.4-RXN		ADP	1	c
3.6.3.4-RXN__Pi_1_c	3.6.3.4-RXN		Pi	1	c
3.6.3.4-RXN_ATP__1_c	3.6.3.4-RXN	ATP		1	c
3.6.3.4-RXN_WATER__1_c	3.6.3.4-RXN	WATER		1	c
3.6.3.4-RXN__CU+2_1_e	3.6.3.4-RXN		CU+2	1	e
3.6.3.4-RXN_CU+2__1_c	3.6.3.4-RXN	CU+2		1	c
3.6.3.4-RXN__PROTON_1_c	3.6.3.4-RXN		PROTON	1	c
5.99.1.3-RXN_Double-Stranded-DNAs__1_c	5.99.1.3-RXN	Double-Stranded-DNAs		1	c
5.99.1.3-RXN_ATP__1_c	5.99.1.3-RXN	ATP		1	c
5.99.1.3-RXN__ADP_1_c	5.99.1.3-RXN		ADP	1	c
5.99.1.3-RXN__Negatively-super-coiled-DNAs_1_c	5.99.1.3-RXN		Negatively-super-coiled-DNAs	1	c
5.99.1.3-RXN__Pi_1_c	5.99.1.3-RXN		Pi	1	c
RXN-11368_4-hydroxybenzoate__1_c	RXN-11368	4-hydroxybenzoate		1	c
RXN-11368__4-Hydroxy-3-polyprenylbenzoates_1_c	RXN-11368		4-Hydroxy-3-polyprenylbenzoates	1	c
RXN-11368_Polyisoprenyl-Diphosphates__1_c	RXN-11368	Polyisoprenyl-Diphosphates		1	c
RXN-11368__PPI_1_c	RXN-11368		PPI	1	c
RXN-17743__CO-A_1_c	RXN-17743		CO-A	1	c
RXN-17743_NADPH__2_c	RXN-17743	NADPH		2	c
RXN-17743__NADP_2_c	RXN-17743		NADP	2	c
RXN-17743_PALMITYL-COA__1_c	RXN-17743	PALMITYL-COA		1	c
RXN-17743__CPD-348_1_c	RXN-17743		CPD-348	1	c
RXN-17743_PROTON__2_c	RXN-17743	PROTON		2	c
AMINO-ACID-RACEMASE-RXN_L-Amino-Acids__1_c	AMINO-ACID-RACEMASE-RXN	L-Amino-Acids		1	c
AMINO-ACID-RACEMASE-RXN__D-Amino-Acids_1_c	AMINO-ACID-RACEMASE-RXN		D-Amino-Acids	1	c
RXN-12613_WATER__1_c	RXN-12613	WATER		1	c
RXN-12613__AMMONIUM_1_c	RXN-12613		AMMONIUM	1	c
RXN-12613__HMP_1_c	RXN-12613		HMP	1	c
RXN-12613_CPD-13578__1_c	RXN-12613	CPD-13578		1	c
RXN1F-151__CPD1F-129_1_c	RXN1F-151		CPD1F-129	1	c
RXN1F-151_CPD1F-126__1_c	RXN1F-151	CPD1F-126		1	c
RXN-17793_WATER__1_c	RXN-17793	WATER		1	c
RXN-17793_CPD-19161__1_c	RXN-17793	CPD-19161		1	c
RXN-17793__CPD-19154_1_c	RXN-17793		CPD-19154	1	c
RXN-13188_NADH-P-OR-NOP__3_c	RXN-13188	NADH-P-OR-NOP		3	c
RXN-13188_PROTON__2_c	RXN-13188	PROTON		2	c
RXN-13188__NAD-P-OR-NOP_3_c	RXN-13188		NAD-P-OR-NOP	3	c
RXN-13188__WATER_4_c	RXN-13188		WATER	4	c
RXN-13188_44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET__1_c	RXN-13188	44-DIMETHYL-5ALPHA-CHOLEST-7-EN-3BET		1	c
RXN-13188__CPD-5846_1_c	RXN-13188		CPD-5846	1	c
RXN-13188_OXYGEN-MOLECULE__3_c	RXN-13188	OXYGEN-MOLECULE		3	c
RXN0-7192__BIO-5-AMP_1_c	RXN0-7192		BIO-5-AMP	1	c
RXN0-7192_ATP__1_c	RXN0-7192	ATP		1	c
RXN0-7192_BIOTIN__1_c	RXN0-7192	BIOTIN		1	c
RXN0-7192_PROTON__1_c	RXN0-7192	PROTON		1	c
RXN0-7192__PPI_1_c	RXN0-7192		PPI	1	c
RIBAZOLEPHOSPHAT-RXN_WATER__1_c	RIBAZOLEPHOSPHAT-RXN	WATER		1	c
RIBAZOLEPHOSPHAT-RXN_ALPHA-RIBAZOLE-5-P__1_c	RIBAZOLEPHOSPHAT-RXN	ALPHA-RIBAZOLE-5-P		1	c
RIBAZOLEPHOSPHAT-RXN__Pi_1_c	RIBAZOLEPHOSPHAT-RXN		Pi	1	c
RIBAZOLEPHOSPHAT-RXN__ALPHA-RIBAZOLE_1_c	RIBAZOLEPHOSPHAT-RXN		ALPHA-RIBAZOLE	1	c
RXN-13403_UROPORPHYRINOGEN-III__1_c	RXN-13403	UROPORPHYRINOGEN-III		1	c
RXN-13403__DIHYDROSIROHYDROCHLORIN_1_c	RXN-13403		DIHYDROSIROHYDROCHLORIN	1	c
RXN-13403__ADENOSYL-HOMO-CYS_2_c	RXN-13403		ADENOSYL-HOMO-CYS	2	c
RXN-13403_S-ADENOSYLMETHIONINE__2_c	RXN-13403	S-ADENOSYLMETHIONINE		2	c
RXN-13403__PROTON_1_c	RXN-13403		PROTON	1	c
RXN-14192_DATP__1_c	RXN-14192	DATP		1	c
RXN-14192__DADP_1_c	RXN-14192		DADP	1	c
RXN-14192__PHOSPHO-ENOL-PYRUVATE_1_c	RXN-14192		PHOSPHO-ENOL-PYRUVATE	1	c
RXN-14192_PYRUVATE__1_c	RXN-14192	PYRUVATE		1	c
RXN-14192__PROTON_1_c	RXN-14192		PROTON	1	c
RXN-18229_WATER__2_c	RXN-18229	WATER		2	c
RXN-18229__3-PHENYLPROPIONATE_1_c	RXN-18229		3-PHENYLPROPIONATE	1	c
RXN-18229_CPD-14673__1_c	RXN-18229	CPD-14673		1	c
RXN-18229__AMMONIUM_1_c	RXN-18229		AMMONIUM	1	c
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN_DPG__1_c	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN	DPG		1	c
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN_GLC-1-P__1_c	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN	GLC-1-P		1	c
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN__G3P_1_c	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN		G3P	1	c
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN__ALPHA-GLUCOSE-16-BISPHOSPHATE_1_c	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN		ALPHA-GLUCOSE-16-BISPHOSPHATE	1	c
GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN__PROTON_1_c	GLUCOSE-16-BISPHOSPHATE-SYNTHASE-RXN		PROTON	1	c
RXN-14272_WATER__1_c	RXN-14272	WATER		1	c
RXN-14272__CPD0-2232_1_c	RXN-14272		CPD0-2232	1	c
RXN-14272_CPD0-2117__1_c	RXN-14272	CPD0-2117		1	c
RXN-12508_Pyruvate-dehydrogenase-lipoate__1_c	RXN-12508	Pyruvate-dehydrogenase-lipoate		1	c
RXN-12508__THIAMINE-PYROPHOSPHATE_1_c	RXN-12508		THIAMINE-PYROPHOSPHATE	1	c
RXN-12508__Pyruvate-dehydrogenase-acetylDHlipoyl_1_c	RXN-12508		Pyruvate-dehydrogenase-acetylDHlipoyl	1	c
RXN-12508_2-ALPHA-HYDROXYETHYL-THPP__1_c	RXN-12508	2-ALPHA-HYDROXYETHYL-THPP		1	c
1.5.4.1-RXN__A-PYRIMIDODIAZEPINE_1_c	1.5.4.1-RXN		A-PYRIMIDODIAZEPINE	1	c
1.5.4.1-RXN__OXIDIZED-GLUTATHIONE_1_c	1.5.4.1-RXN		OXIDIZED-GLUTATHIONE	1	c
1.5.4.1-RXN_GLUTATHIONE__2_c	1.5.4.1-RXN	GLUTATHIONE		2	c
1.5.4.1-RXN_6-PYRUVOYL-5678-TETRAHYDROPTERIN__1_c	1.5.4.1-RXN	6-PYRUVOYL-5678-TETRAHYDROPTERIN		1	c
1.5.4.1-RXN__WATER_1_c	1.5.4.1-RXN		WATER	1	c
3.1.21.7-RXN__Deoxy-Ribonucleoside-Monophosphates_1_c	3.1.21.7-RXN		Deoxy-Ribonucleoside-Monophosphates	1	c
3.1.21.7-RXN__PROTON_1_c	3.1.21.7-RXN		PROTON	1	c
3.1.21.7-RXN_WATER__1_c	3.1.21.7-RXN	WATER		1	c
3.1.21.7-RXN_DNA-containing-abasic-Sites__1_c	3.1.21.7-RXN	DNA-containing-abasic-Sites		1	c
CARBPSYN-RXN__PROTON_2_c	CARBPSYN-RXN		PROTON	2	c
CARBPSYN-RXN_WATER__1_c	CARBPSYN-RXN	WATER		1	c
CARBPSYN-RXN_ATP__2_c	CARBPSYN-RXN	ATP		2	c
CARBPSYN-RXN__CARBAMOYL-P_1_c	CARBPSYN-RXN		CARBAMOYL-P	1	c
CARBPSYN-RXN__Pi_1_c	CARBPSYN-RXN		Pi	1	c
CARBPSYN-RXN__ADP_2_c	CARBPSYN-RXN		ADP	2	c
CARBPSYN-RXN_GLN__1_c	CARBPSYN-RXN	GLN		1	c
CARBPSYN-RXN_HCO3__1_c	CARBPSYN-RXN	HCO3		1	c
CARBPSYN-RXN__GLT_1_c	CARBPSYN-RXN		GLT	1	c
RXN-8800_AMP__1_c	RXN-8800	AMP		1	c
RXN-8800_Pi__1_c	RXN-8800	Pi		1	c
RXN-8800__RIBOSE-15-BISPHOSPHATE_1_c	RXN-8800		RIBOSE-15-BISPHOSPHATE	1	c
RXN-8800__ADENINE_1_c	RXN-8800		ADENINE	1	c
RXN-10952__Pi_1_c	RXN-10952		Pi	1	c
RXN-10952__MYO-INOSITOL_1_c	RXN-10952		MYO-INOSITOL	1	c
RXN-10952_D-MYO-INOSITOL-4-PHOSPHATE__1_c	RXN-10952	D-MYO-INOSITOL-4-PHOSPHATE		1	c
RXN-10952_WATER__1_c	RXN-10952	WATER		1	c
BADH-RXN_NAD__1_c	BADH-RXN	NAD		1	c
BADH-RXN__BETAINE_1_c	BADH-RXN		BETAINE	1	c
BADH-RXN_BETAINE_ALDEHYDE__1_c	BADH-RXN	BETAINE_ALDEHYDE		1	c
BADH-RXN_WATER__1_c	BADH-RXN	WATER		1	c
BADH-RXN__PROTON_2_c	BADH-RXN		PROTON	2	c
BADH-RXN__NADH_1_c	BADH-RXN		NADH	1	c
GSHTRAN-RXN__HX_1_c	GSHTRAN-RXN		HX	1	c
GSHTRAN-RXN__S-Substituted-Glutathione_1_c	GSHTRAN-RXN		S-Substituted-Glutathione	1	c
GSHTRAN-RXN_RX__1_c	GSHTRAN-RXN	RX		1	c
GSHTRAN-RXN_GLUTATHIONE__1_c	GSHTRAN-RXN	GLUTATHIONE		1	c
RXN-10704_CPD-11522__1_c	RXN-10704	CPD-11522		1	c
RXN-10704_WATER__1_c	RXN-10704	WATER		1	c
RXN-10704__CPD-11523_1_c	RXN-10704		CPD-11523	1	c
HISTONE-ACETYLTRANSFERASE-RXN_Histone-L-lysine__1_c	HISTONE-ACETYLTRANSFERASE-RXN	Histone-L-lysine		1	c
HISTONE-ACETYLTRANSFERASE-RXN__Histone-Acetyl-Lysine_1_c	HISTONE-ACETYLTRANSFERASE-RXN		Histone-Acetyl-Lysine	1	c
HISTONE-ACETYLTRANSFERASE-RXN_ACETYL-COA__1_c	HISTONE-ACETYLTRANSFERASE-RXN	ACETYL-COA		1	c
HISTONE-ACETYLTRANSFERASE-RXN__PROTON_1_c	HISTONE-ACETYLTRANSFERASE-RXN		PROTON	1	c
HISTONE-ACETYLTRANSFERASE-RXN__CO-A_1_c	HISTONE-ACETYLTRANSFERASE-RXN		CO-A	1	c
RXN-10696__HYDROGEN-PEROXIDE_1_c	RXN-10696		HYDROGEN-PEROXIDE	1	c
RXN-10696__CPD-11518_1_c	RXN-10696		CPD-11518	1	c
RXN-10696_OXYGEN-MOLECULE__1_c	RXN-10696	OXYGEN-MOLECULE		1	c
RXN-10696_CPD-11517__1_c	RXN-10696	CPD-11517		1	c
PROPIONYL-COA-CARBOXY-RXN_PROPIONYL-COA__1_c	PROPIONYL-COA-CARBOXY-RXN	PROPIONYL-COA		1	c
PROPIONYL-COA-CARBOXY-RXN__ADP_1_c	PROPIONYL-COA-CARBOXY-RXN		ADP	1	c
PROPIONYL-COA-CARBOXY-RXN__Pi_1_c	PROPIONYL-COA-CARBOXY-RXN		Pi	1	c
PROPIONYL-COA-CARBOXY-RXN_HCO3__1_c	PROPIONYL-COA-CARBOXY-RXN	HCO3		1	c
PROPIONYL-COA-CARBOXY-RXN__D-METHYL-MALONYL-COA_1_c	PROPIONYL-COA-CARBOXY-RXN		D-METHYL-MALONYL-COA	1	c
PROPIONYL-COA-CARBOXY-RXN_ATP__1_c	PROPIONYL-COA-CARBOXY-RXN	ATP		1	c
PROPIONYL-COA-CARBOXY-RXN__PROTON_1_c	PROPIONYL-COA-CARBOXY-RXN		PROTON	1	c
RXN-9540__R-3-Hydroxypalmitoyl-ACPs_1_c	RXN-9540		R-3-Hydroxypalmitoyl-ACPs	1	c
RXN-9540__NADP_1_c	RXN-9540		NADP	1	c
RXN-9540_PROTON__1_c	RXN-9540	PROTON		1	c
RXN-9540_NADPH__1_c	RXN-9540	NADPH		1	c
RXN-9540_3-oxo-palmitoyl-ACPs__1_c	RXN-9540	3-oxo-palmitoyl-ACPs		1	c
GLYC3PDEHYDROGBIOSYN-RXN_PROTON__1_c	GLYC3PDEHYDROGBIOSYN-RXN	PROTON		1	c
GLYC3PDEHYDROGBIOSYN-RXN_NADH-P-OR-NOP__1_c	GLYC3PDEHYDROGBIOSYN-RXN	NADH-P-OR-NOP		1	c
GLYC3PDEHYDROGBIOSYN-RXN__NAD-P-OR-NOP_1_c	GLYC3PDEHYDROGBIOSYN-RXN		NAD-P-OR-NOP	1	c
GLYC3PDEHYDROGBIOSYN-RXN_DIHYDROXY-ACETONE-PHOSPHATE__1_c	GLYC3PDEHYDROGBIOSYN-RXN	DIHYDROXY-ACETONE-PHOSPHATE		1	c
GLYC3PDEHYDROGBIOSYN-RXN__GLYCEROL-3P_1_c	GLYC3PDEHYDROGBIOSYN-RXN		GLYCEROL-3P	1	c
SHIKIMATE-5-DEHYDROGENASE-RXN_PROTON__1_c	SHIKIMATE-5-DEHYDROGENASE-RXN	PROTON		1	c
SHIKIMATE-5-DEHYDROGENASE-RXN_3-DEHYDRO-SHIKIMATE__1_c	SHIKIMATE-5-DEHYDROGENASE-RXN	3-DEHYDRO-SHIKIMATE		1	c
SHIKIMATE-5-DEHYDROGENASE-RXN__SHIKIMATE_1_c	SHIKIMATE-5-DEHYDROGENASE-RXN		SHIKIMATE	1	c
SHIKIMATE-5-DEHYDROGENASE-RXN_NADPH__1_c	SHIKIMATE-5-DEHYDROGENASE-RXN	NADPH		1	c
SHIKIMATE-5-DEHYDROGENASE-RXN__NADP_1_c	SHIKIMATE-5-DEHYDROGENASE-RXN		NADP	1	c
RXNQT-4178__CPDQT-41_1_c	RXNQT-4178		CPDQT-41	1	c
RXNQT-4178_NAD__1_c	RXNQT-4178	NAD		1	c
RXNQT-4178__CARBON-DIOXIDE_1_c	RXNQT-4178		CARBON-DIOXIDE	1	c
RXNQT-4178_CPDQT-40__1_c	RXNQT-4178	CPDQT-40		1	c
RXNQT-4178__NADH_1_c	RXNQT-4178		NADH	1	c
RXN-17891__ARG-tRNAs_1_c	RXN-17891		ARG-tRNAs	1	c
RXN-17891__PROTON_1_c	RXN-17891		PROTON	1	c
RXN-17891__L-arginyl-3-sulfo-L-alaninyl-Peptides_1_c	RXN-17891		L-arginyl-3-sulfo-L-alaninyl-Peptides	1	c
RXN-17891_Charged-ARG-tRNAs__1_c	RXN-17891	Charged-ARG-tRNAs		1	c
RXN-17891_N-terminal-L-cysteine-sulfonate__1_c	RXN-17891	N-terminal-L-cysteine-sulfonate		1	c
RXN-9721__CPD-10364_1_c	RXN-9721		CPD-10364	1	c
RXN-9721_CPD-10363__1_c	RXN-9721	CPD-10363		1	c
RXN-9721__DIACYLGLYCEROL_1_c	RXN-9721		DIACYLGLYCEROL	1	c
RXN-9721_D-Galactosyl-12-diacyl-glycerols__1_c	RXN-9721	D-Galactosyl-12-diacyl-glycerols		1	c
SERINE-O-ACETTRAN-RXN_ACETYL-COA__1_c	SERINE-O-ACETTRAN-RXN	ACETYL-COA		1	c
SERINE-O-ACETTRAN-RXN_SER__1_c	SERINE-O-ACETTRAN-RXN	SER		1	c
SERINE-O-ACETTRAN-RXN__CO-A_1_c	SERINE-O-ACETTRAN-RXN		CO-A	1	c
SERINE-O-ACETTRAN-RXN__ACETYLSERINE_1_c	SERINE-O-ACETTRAN-RXN		ACETYLSERINE	1	c
RXN4FS-13__CPDQT-4_1_c	RXN4FS-13		CPDQT-4	1	c
RXN4FS-13_GDP-L-GALACTOSE__1_c	RXN4FS-13	GDP-L-GALACTOSE		1	c
RXN4FS-13_GLC-1-P__1_c	RXN4FS-13	GLC-1-P		1	c
RXN4FS-13__GDP-D-GLUCOSE_1_c	RXN4FS-13		GDP-D-GLUCOSE	1	c
RXN-14177__PROTON_1_c	RXN-14177		PROTON	1	c
RXN-14177__ADENOSYL-HOMO-CYS_1_c	RXN-14177		ADENOSYL-HOMO-CYS	1	c
RXN-14177__CPD-15153_1_c	RXN-14177		CPD-15153	1	c
RXN-14177_S-ADENOSYLMETHIONINE__1_c	RXN-14177	S-ADENOSYLMETHIONINE		1	c
RXN-14177_CPD-15152__1_c	RXN-14177	CPD-15152		1	c
1.6.5.7-RXN__NAD_1_c	1.6.5.7-RXN		NAD	1	c
1.6.5.7-RXN_NADH__1_c	1.6.5.7-RXN	NADH		1	c
1.6.5.7-RXN_PROTON__2_c	1.6.5.7-RXN	PROTON		2	c
1.6.5.7-RXN_HYDROXYBENZOQUINONE__1_c	1.6.5.7-RXN	HYDROXYBENZOQUINONE		1	c
1.6.5.7-RXN__CPD-8130_1_c	1.6.5.7-RXN		CPD-8130	1	c
RXN-18202__PROTON_1_c	RXN-18202		PROTON	1	c
RXN-18202__CPD-19488_1_c	RXN-18202		CPD-19488	1	c
RXN-18202_CPDQT-39__1_c	RXN-18202	CPDQT-39		1	c
RXN-18202_NAD__1_c	RXN-18202	NAD		1	c
RXN-18202__NADH_1_c	RXN-18202		NADH	1	c
RXN-14361_CPD0-934__1_c	RXN-14361	CPD0-934		1	c
RXN-14361__CPD-15237_1_c	RXN-14361		CPD-15237	1	c
RXN-14361_UDP-GLUCURONATE__1_c	RXN-14361	UDP-GLUCURONATE		1	c
RXN-14361__UDP_1_c	RXN-14361		UDP	1	c
ALCOHOL-DEHYDROG-RXN__PROTON_1_c	ALCOHOL-DEHYDROG-RXN		PROTON	1	c
ALCOHOL-DEHYDROG-RXN__NADH_1_c	ALCOHOL-DEHYDROG-RXN		NADH	1	c
ALCOHOL-DEHYDROG-RXN__ACETALD_1_c	ALCOHOL-DEHYDROG-RXN		ACETALD	1	c
ALCOHOL-DEHYDROG-RXN_NAD__1_c	ALCOHOL-DEHYDROG-RXN	NAD		1	c
ALCOHOL-DEHYDROG-RXN_ETOH__1_c	ALCOHOL-DEHYDROG-RXN	ETOH		1	c
RXN-10656__WATER_1_c	RXN-10656		WATER	1	c
RXN-10656_3-hydroxy-cis-D7-tetraecenoyl-ACPs__1_c	RXN-10656	3-hydroxy-cis-D7-tetraecenoyl-ACPs		1	c
RXN-10656__Trans-D3-cis-D7-tetradecenoyl-ACPs_1_c	RXN-10656		Trans-D3-cis-D7-tetradecenoyl-ACPs	1	c
RXN-9623__PPI_1_c	RXN-9623		PPI	1	c
RXN-9623__AMP_1_c	RXN-9623		AMP	1	c
RXN-9623_ATP__1_c	RXN-9623	ATP		1	c
RXN-9623_PALMITATE__1_c	RXN-9623	PALMITATE		1	c
RXN-9623__PALMITYL-COA_1_c	RXN-9623		PALMITYL-COA	1	c
RXN-9623_CO-A__1_c	RXN-9623	CO-A		1	c
RXN1G-4355__ADP_1_c	RXN1G-4355		ADP	1	c
RXN1G-4355_ATP__1_c	RXN1G-4355	ATP		1	c
RXN1G-4355_HCO3__1_c	RXN1G-4355	HCO3		1	c
RXN1G-4355__Pi_1_c	RXN1G-4355		Pi	1	c
RXN1G-4355__PROTON_1_c	RXN1G-4355		PROTON	1	c
RXN1G-4355_CPD1G-277__1_c	RXN1G-4355	CPD1G-277		1	c
RXN1G-4355__CPD1G-332_1_c	RXN1G-4355		CPD1G-332	1	c
3.2.1.133-RXN_WATER__1_c	3.2.1.133-RXN	WATER		1	c
3.2.1.133-RXN__ALPHA-MALTOSE_1_c	3.2.1.133-RXN		ALPHA-MALTOSE	1	c
3.2.1.133-RXN_Starch__1_c	3.2.1.133-RXN	Starch		1	c
RXN0-2601__DNA-containing-a-Apyrimidinic-Sites_1_c	RXN0-2601		DNA-containing-a-Apyrimidinic-Sites	1	c
RXN0-2601_Damaged-DNA-Pyrimidine__1_c	RXN0-2601	Damaged-DNA-Pyrimidine		1	c
RXN-1101_PROTON__1_c	RXN-1101	PROTON		1	c
RXN-1101__COUMARALDEHYDE_1_c	RXN-1101		COUMARALDEHYDE	1	c
RXN-1101__CO-A_1_c	RXN-1101		CO-A	1	c
RXN-1101_NADPH__1_c	RXN-1101	NADPH		1	c
RXN-1101_P-COUMAROYL-COA__1_c	RXN-1101	P-COUMAROYL-COA		1	c
RXN-1101__NADP_1_c	RXN-1101		NADP	1	c
RXN-14919_S-ADENOSYLMETHIONINE__1_c	RXN-14919	S-ADENOSYLMETHIONINE		1	c
RXN-14919__ADENOSYL-HOMO-CYS_1_c	RXN-14919		ADENOSYL-HOMO-CYS	1	c
RXN-14919__CPD-15837_1_c	RXN-14919		CPD-15837	1	c
RXN-14919_CPD-15839__1_c	RXN-14919	CPD-15839		1	c
RXN-14919__PROTON_1_c	RXN-14919		PROTON	1	c
RXN1F-461__CPD1F-453_1_c	RXN1F-461		CPD1F-453	1	c
RXN1F-461_CPD1F-90__1_c	RXN1F-461	CPD1F-90		1	c
RXN1F-461__PROTON_1_c	RXN1F-461		PROTON	1	c
