xref	METACYC	UM-BBD-CPD	METABOLIGHTS	UNIPROT	NCI	LIGAND-MAP	DRUGBANK	SGD-PATHWAY	HMDB	ARACYC	ECOCYC	UM-BBD-PWY	CAS	PLANTCYC	KNAPSACK	BIGG	LIGAND-RXN	CHEMSPIDER	Wikipedia	PLASMOCYC	RHEA	LIGAND-CPD	REACTOME	PIR	CHEBI	PUBCHEM	HUMANCYC	KEGG-GLYCAN	LIPID_MAPS
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN_xrefs				P30799													R00297				15089								
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN_xrefs				P44501																									
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN_xrefs				Q9UBQ7																									
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN_xrefs				P74586																									
CPD-9768_xrefs																		14380685							72745	19743055			
CPD-15662_xrefs																										90657342			
CPD-13757_xrefs																										90657574			
2.3.1.41-RXN_xrefs																	R02768												
CPD-4124_xrefs																						C11523			33203	9548595			
CPD-329_xrefs																						C03289			73681	7048614			
4-AMINO-BUTYRALDEHYDE_xrefs			MTBLC58264						HMDB01080				4390-05-0			4abutn						C00555			58264	25245200			
CYSTEINE-AMINOTRANSFERASE-RXN_xrefs																	R00895				17441								
PABASYN-RXN_xrefs																	R01716				11672								
SACCHAROPINE_xrefs			MTBLC57951						HMDB00279													C00449			57951	49791954			
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				Q27895													R02319				23680								
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				P33066																									
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				Q9V3I1																									
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				P05807																									
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				P29814																									
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				P24486																									
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				O72907																									
NUCLEOSIDE-TRIPHOSPHATASE-RXN_xrefs				Q9YW39																									
BGALACT-PWY_xrefs											BGALACT-PWY																		
CPD-11404_xrefs																		10295972								21679629			
3.6.3.6-RXN_xrefs				Q9M460																	20852								
3.6.3.6-RXN_xrefs				P21282																									
3.6.3.6-RXN_xrefs				P11593																									
3.6.3.6-RXN_xrefs				P11019																									
3.6.3.6-RXN_xrefs				P11574																									
3.6.3.6-RXN_xrefs				P23968																									
3.6.3.6-RXN_xrefs				P27449																									
3.6.3.6-RXN_xrefs				P23957																									
3.6.3.6-RXN_xrefs				P32842																									
3.6.3.6-RXN_xrefs				Q08435																									
3.6.3.6-RXN_xrefs				P32563																									
3.6.3.6-RXN_xrefs				Q42932																									
3.6.3.6-RXN_xrefs				P22180																									
3.6.3.6-RXN_xrefs				P38078																									
3.6.3.6-RXN_xrefs				P38607																									
3.6.3.6-RXN_xrefs				P41807																									
3.6.3.6-RXN_xrefs				P31478																									
3.6.3.6-RXN_xrefs				Q7M196																									
3.6.3.6-RXN_xrefs				P40975																									
3.6.3.6-RXN_xrefs				P39111																									
3.6.3.6-RXN_xrefs				P55277																									
3.6.3.6-RXN_xrefs				Q58623																									
3.6.3.6-RXN_xrefs				P16140																									
3.6.3.6-RXN_xrefs				P21281																									
3.6.3.6-RXN_xrefs				Q9SPD5																									
3.6.3.6-RXN_xrefs				Q7M195																									
3.6.3.6-RXN_xrefs				Q7M290																									
3.6.3.6-RXN_xrefs				Q24583																									
3.6.3.6-RXN_xrefs				P63082																									
3.6.3.6-RXN_xrefs				P31403																									
3.6.3.6-RXN_xrefs				P21283																									
3.6.3.6-RXN_xrefs				P63081																									
3.6.3.6-RXN_xrefs				P23956																									
3.6.3.6-RXN_xrefs				P05030																									
3.6.3.6-RXN_xrefs				P19657																									
3.6.3.6-RXN_xrefs				P25515																									
3.6.3.6-RXN_xrefs				P17255																									
3.6.3.6-RXN_xrefs				P28877																									
3.6.3.6-RXN_xrefs				P24545																									
3.6.3.6-RXN_xrefs				P20649																									
3.6.3.6-RXN_xrefs				P19456																									
3.6.3.6-RXN_xrefs				P20431																									
3.6.3.6-RXN_xrefs				P07038																									
3.6.3.6-RXN_xrefs				P11592																									
3.6.3.6-RXN_xrefs				P09469																									
3.6.3.6-RXN_xrefs				P09627																									
3.6.3.6-RXN_xrefs				P28876																									
3.6.3.6-RXN_xrefs				Q03105																									
3.6.3.6-RXN_xrefs				P22550																									
3.6.3.6-RXN_xrefs				P31410																									
3.6.3.6-RXN_xrefs				P31404																									
3.6.3.6-RXN_xrefs				P31400																									
3.6.3.6-RXN_xrefs				Q04236																									
3.6.3.6-RXN_xrefs				Q04238																									
3.6.3.6-RXN_xrefs				Q04239																									
3.6.3.6-RXN_xrefs				Q04237																									
3.6.3.6-RXN_xrefs				P31401																									
3.6.3.6-RXN_xrefs				P31409																									
3.6.3.6-RXN_xrefs				P31406																									
3.6.3.6-RXN_xrefs				P32610																									
3.6.3.6-RXN_xrefs				P32903																									
3.6.3.6-RXN_xrefs				Q26250																									
3.6.3.6-RXN_xrefs				P31408																									
3.6.3.6-RXN_xrefs				P50515																									
3.6.3.6-RXN_xrefs				Q03194																									
3.6.3.6-RXN_xrefs				P54211																									
3.6.3.6-RXN_xrefs				Q26975																									
3.6.3.6-RXN_xrefs				Q26976																									
3.6.3.6-RXN_xrefs				P31412																									
3.6.3.6-RXN_xrefs				P34546																									
3.6.3.6-RXN_xrefs				P23380																									
3.6.3.6-RXN_xrefs				P31413																									
3.6.3.6-RXN_xrefs				Q43182																									
3.6.3.6-RXN_xrefs				Q43178																									
3.6.3.6-RXN_xrefs				Q43106																									
3.6.3.6-RXN_xrefs				Q43271																									
3.6.3.6-RXN_xrefs				P37296																									
3.6.3.6-RXN_xrefs				P32366																									
3.6.3.6-RXN_xrefs				Q39291																									
3.6.3.6-RXN_xrefs				P59227																									
3.6.3.6-RXN_xrefs				P59229																									
3.6.3.6-RXN_xrefs				P59228																									
3.6.3.6-RXN_xrefs				P22203																									
3.6.3.6-RXN_xrefs				P49087																									
3.6.3.6-RXN_xrefs				Q41773																									
3.6.3.6-RXN_xrefs				P48836																									
3.6.3.6-RXN_xrefs				P37367																									
3.6.3.6-RXN_xrefs				Q9ZQX4																									
3.6.3.6-RXN_xrefs				Q39258																									
3.6.3.6-RXN_xrefs				Q43243																									
3.6.3.6-RXN_xrefs				Q40002																									
3.6.3.6-RXN_xrefs				O82629																									
3.6.3.6-RXN_xrefs				O48614																									
3.6.3.6-RXN_xrefs				P93597																									
3.6.3.6-RXN_xrefs				Q9SU58																									
3.6.3.6-RXN_xrefs				Q9SZY7																									
3.6.3.6-RXN_xrefs				Q41396																									
3.6.3.6-RXN_xrefs				O23948																									
3.6.3.6-RXN_xrefs				Q43131																									
3.6.3.6-RXN_xrefs				Q41648																									
3.6.3.6-RXN_xrefs				P93265																									
3.6.3.6-RXN_xrefs				Q40272																									
3.6.3.6-RXN_xrefs				P48414																									
3.6.3.6-RXN_xrefs				O04956																									
3.6.3.6-RXN_xrefs				P48413																									
3.6.3.6-RXN_xrefs				O61112																									
3.6.3.6-RXN_xrefs				O94072																									
3.6.3.6-RXN_xrefs				Q17660																									
3.6.3.6-RXN_xrefs				Q21898																									
3.6.3.6-RXN_xrefs				Q22087																									
3.6.3.6-RXN_xrefs				Q9XXU9																									
3.6.3.6-RXN_xrefs				P53659																									
3.6.3.6-RXN_xrefs				O82628																									
3.6.3.6-RXN_xrefs				Q9SDS7																									
3.6.3.6-RXN_xrefs				Q9M4N3																									
RXN0-383_xrefs																	R00515				27762								
DADP_xrefs			MTBLC57667						HMDB01508				2793-06-8			dadp		19992628				C00206			57667	21125569			
OH-HEXANOYL-COA_xrefs			MTBLC28276						HMDB03942							3hhcoa						C05268			28276	49859661			LMFA07050017
2.3.1.43-RXN_xrefs				P30930													R02114												
2.3.1.43-RXN_xrefs				P10480																									
2.3.1.43-RXN_xrefs				P04180																									
2.3.1.43-RXN_xrefs				P16301																									
2.3.1.43-RXN_xrefs				P18424																									
CPD-31_xrefs													6236-10-8					4573870				C02612			30934	5460281			
CPD-553_xrefs			MTBLC17396						HMDB34934									106360				C00844			17396	119033			
CPD-11740_xrefs																										45479707			
UROPORIIIMETHYLTRANSA-RXN_xrefs																	R07237				19089								
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				O59314													R03652				20121								
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				P43831																									
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				P47897																									
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				P14325																									
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				P95968																									
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				P13188																									
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				P00962																									
GLUTAMINE--TRNA-LIGASE-RXN_xrefs				P52780																									
CPD-14928_xrefs																										90657969			
2.7.7.39-RXN_xrefs				P27623													R00856				13361								
CPD-14423_xrefs																									73863	71581097			
NONANE-46-DIONE_xrefs																		24641				C02445			16111	26454			
ADP_xrefs			MTBLC456216						HMDB01341				58-64-0			adp		5414423				C00008			456216	7058055			
CPD-14428_xrefs																										5316301			
GLUTRNAREDUCT-RXN_xrefs																	R04109				12344								
CPD-10615_xrefs																		14165				C03359			1800	14855			
CPD-15436_xrefs																									84650	90659071			
GLYCINE-AMINOTRANSFERASE-RXN_xrefs																	R00372				14089								
ADENYLYLSULFATASE-RXN_xrefs																	R00531				17044								
4-hydroxybenzoate_xrefs			MTBLC17879				DB04242		HMDB00500				99-96-7			4hbz		132				C00156			30763	135			
CPD0-881_xrefs																acmum6p						C16698			58721	45266739			
1.8.1.5-RXN_xrefs																	R05713				16980								
2.4.1.213-RXN_xrefs																	R05328				12881								
THREO-DS-ISO-CITRATE_xrefs			MTBLC15562						HMDB01874				320-77-4		C00001188	icit		4573553				C00451			15562	5459771			
THREO-DS-ISO-CITRATE_xrefs													30810-51-6																
RXN-7974_xrefs																	R06953				16541								
GLYCEROL-3P_xrefs			MTBLC57597						HMDB00126				57-03-4			glyc3p		2939444				C00093			57597	7048686			
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P09440													R01220				22812								
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P07245																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P11586																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P44313																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P47259																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P54382																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				O67736																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				Q9JWI9																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				Q9PP68																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P24186																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				Q60006																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				Q27772																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				P51696																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				O65269																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				O65271																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				O68031																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				Q9ZTV0																									
METHYLENETHFDEHYDROG-NADP-RXN_xrefs				Q9X7F6																									
GLUCONSUPER-PWY_xrefs											GLUCONSUPER-PWY																		
CPD-375_xrefs									HMDB03454									133287				C00971			16871	151228			
RXN-10939_xrefs																	R03427												
HYDROXY-UREA_xrefs							DB01005		HMDB15140				127-07-1					3530				C07044			44423	3657			
H2NEOPTERINALDOL-RXN_xrefs				P22291													R03504				10540								
H2NEOPTERINALDOL-RXN_xrefs				Q9CGE4																									
H2NEOPTERINALDOL-RXN_xrefs				Q9JUL3																									
H2NEOPTERINALDOL-RXN_xrefs				P28823																									
H2NEOPTERINALDOL-RXN_xrefs				P29251																									
H2NEOPTERINALDOL-RXN_xrefs				P53848																									
H2NEOPTERINALDOL-RXN_xrefs				O75013																									
DEOXYCYTIDINE_xrefs			MTBLC15698				DB02594		HMDB00014				951-77-9			dcyt		13117				C00881			15698	13711			
CPD-5846_xrefs									HMDB11662									20015982				C04840			58387	21145105			
CPD1F-120_xrefs									HMDB37103													C11861			32906	25246232			
3.2.1.58-RXN_xrefs				P15703																									
3.2.1.58-RXN_xrefs				P23776																									
3.2.1.58-RXN_xrefs				P38081																									
3.2.1.58-RXN_xrefs				P52911																									
3.2.1.58-RXN_xrefs				Q7M4X3																									
3.2.1.58-RXN_xrefs				Q12539																									
3.2.1.58-RXN_xrefs				Q12540																									
3.2.1.58-RXN_xrefs				Q42835																									
3.2.1.58-RXN_xrefs				O59898																									
3.2.1.58-RXN_xrefs				O82151																									
PWY-5875_xrefs						map00906																							
CPD-8738_xrefs																		4474766				C19749			49242	5315468			
TTP_xrefs			MTBLC37568						HMDB01342				365-08-2			dttp		10160750				C00459			37568	11988283			
PWY-5115_xrefs										PWY-5115																			
PWY-5060_xrefs										PWY-5060																			
DAPASYN-RXN_xrefs				Q58696													R03231				16861								
DAPASYN-RXN_xrefs				P53555																									
DAPASYN-RXN_xrefs				P44426																									
DAPASYN-RXN_xrefs				Q9JV96																									
DAPASYN-RXN_xrefs				Q9PIJ2																									
DAPASYN-RXN_xrefs				P46395																									
DAPASYN-RXN_xrefs				P53656																									
DAPASYN-RXN_xrefs				P22805																									
DAPASYN-RXN_xrefs				P45488																									
DAPASYN-RXN_xrefs				P12995																									
2.5.1.32-RXN_xrefs				P53609													R02065				22296								
2.5.1.32-RXN_xrefs				P37295																									
2.5.1.32-RXN_xrefs				P22872																									
2.5.1.32-RXN_xrefs				P53610																									
2.5.1.32-RXN_xrefs				P53612																									
2.5.1.32-RXN_xrefs				P17056																									
2.5.1.32-RXN_xrefs				P49293																									
5-OXOPROLINASE-ATP-HYDROLYSING-RXN_xrefs				P97608													R00251				10348								
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN_xrefs				P09610													R02081				14833								
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN_xrefs				P12683																									
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN_xrefs				P12684																									
HYDROXYMETHYLGLUTARYL-COA-REDUCTASE-RXN_xrefs				Q10283																									
ARG+POLYAMINE-SYN_xrefs											ARG+POLYAMINE-SYN																		
ISOEUGENOL_xrefs			MTBLC18224						HMDB05802													C10469			18224	853433			
ISOCITDEH-RXN_xrefs				P16100													R00267							A10759					
ISOCITDEH-RXN_xrefs				P33198																				A43294					
ISOCITDEH-RXN_xrefs				P41561																				A43934					
ISOCITDEH-RXN_xrefs				P41562																				A49341					
ISOCITDEH-RXN_xrefs				P50214																				A54756					
ISOCITDEH-RXN_xrefs				P41560																				A55591					
ISOCITDEH-RXN_xrefs				P56063																				B49341					
ISOCITDEH-RXN_xrefs				Q9PHY3																				C64523					
ISOCITDEH-RXN_xrefs				P21954																				C81399					
ISOCITDEH-RXN_xrefs				P08200																				DCBYIS					
ISOCITDEH-RXN_xrefs				O29610																				DCECIS					
ISOCITDEH-RXN_xrefs				Q9JUV7																				G69330					
ISOCITDEH-RXN_xrefs				Q9CHQ4																				H64389					
ISOCITDEH-RXN_xrefs				P39126																				H81877					
ISOCITDEH-RXN_xrefs				P50216																				H86708					
ISOCITDEH-RXN_xrefs				P50215																				I40382					
ISOCITDEH-RXN_xrefs				Q04467																				I40719					
ISOCITDEH-RXN_xrefs				P50217																				JC4600					
ISOCITDEH-RXN_xrefs				P41939																				S28423					
ISOCITDEH-RXN_xrefs				P48735																				S33612					
ISOCITDEH-RXN_xrefs				P53982																				S33859					
ISOCITDEH-RXN_xrefs				P50218																				S47013					
ISOCITDEH-RXN_xrefs				O65853																				S51419					
ISOCITDEH-RXN_xrefs				Q40345																				S57499					
ISOCITDEH-RXN_xrefs				O14254																				S62921					
ISOCITDEH-RXN_xrefs				O75874																				S65065					
ISOCITDEH-RXN_xrefs																								S74684					
ISOCITDEH-RXN_xrefs																								T04355					
ISOCITDEH-RXN_xrefs																								T04356					
ISOCITDEH-RXN_xrefs																								T07402					
ISOCITDEH-RXN_xrefs																								T09619					
ISOCITDEH-RXN_xrefs																								T39058					
ISOCITDEH-RXN_xrefs																								T44658					
ISOCITDEH-RXN_xrefs																								T46280					
POLYAMINE-OXIDASE-RXN_xrefs				O64411																	16133								
ALLANTOINASE-RXN_xrefs				P77671													R02425												
ALLANTOINASE-RXN_xrefs				P32375																									
CPD-7847_xrefs									HMDB02204									4519704				C08580			40968	5281224			
CPD-12777_xrefs																									74405	46173276			
PYRIDOXKIN-RXN_xrefs				Q7M2L1													R00174				10224								
PYRIDOXKIN-RXN_xrefs				P44690																									
PYRIDOXKIN-RXN_xrefs				P77150																									
RXN-11370_xrefs				Q58670													R04481				20145								
CPD-7849_xrefs																		8479157				C15967			80216	16061231			
CPD-18091_xrefs																		29368405							74809	102515381			
CPD-7535_xrefs																						C19764			48717	24755586			
2.7.7.33-RXN_xrefs				Q05339													R00956				18213								
2.7.7.33-RXN_xrefs				O06486																									
2.7.7.33-RXN_xrefs				Q7M0S5																									
2.7.7.33-RXN_xrefs				P26396																									
2.7.7.33-RXN_xrefs				Q54266																									
2.7.7.33-RXN_xrefs				P72885																									
RXN0-6491_xrefs																					28690								
GLYCERALD_xrefs			MTBLC17378				DB02536						453-17-8			glyald		19353178				C00577			17378	79014			
GLYCERALD_xrefs													367-47-5																
XANTHOSINE-5-PHOSPHATE_xrefs			MTBLC57464						HMDB01554				523-98-8			xmp		3859309				C00655			57464	23421208			
UDPNAGSYN-PWY_xrefs											UDPNAGSYN-PWY																		
PWY-6507_xrefs						map00040																							
CPD-369_xrefs			MTBLC18202						HMDB11632				488-45-9					4573729				C01507			18202	5460044			
CPD-17045_xrefs																										90659074			
RXN-5643_xrefs																	R06869				25325								
RXN-14143_xrefs																					29358								
3-HYDROXY-PROPIONYL-COA_xrefs			MTBLC58528						HMDB06807													C05668			58528	44229175			
PWY-1581_xrefs										PWY-1581																			
MEVALONATE_xrefs			MTBLC36464				DB03518		HMDB59629									4450890				C00418			36464	5288798			
D-XYLULOSE_xrefs			MTBLC17140				DB03947		HMDB01644				551-84-8			xylu__D		4451524				C00310			17140	5289590			
CPD-15158_xrefs																										22807557			
O-SUCCINYLBENZOATE_xrefs							DB02251									sucbz		4573649				C02730			18325	5459922			
CPD-19003_xrefs																		6114				C06548			27561				
PWY-5428_xrefs												mxy																	
CPD-5821_xrefs									HMDB59663									20016217				C12248			58639	21145222			
RXN-2541_xrefs																	R07500												
INOSINE_xrefs			MTBLC17596				DB04335		HMDB00195				58-63-9			ins		5799				C00294			17596	6021			
PWY-6342_xrefs						map00350																							
SER-GLYSYN-PWY_xrefs											SER-GLYSYN-PWY																		
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				P39772													R03648				11180								
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				O57980																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				Q9V251																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				Q9CEK9																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				P47359																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				O51128																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				O83618																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				O58008																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				O96198																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				P54262																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				P75521																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				Q48966																									
ASPARAGINE--TRNA-LIGASE-RXN_xrefs				P0A8M0																									
CPD66-29_xrefs																		543261				C20252			83865	160531			
GERANIAL_xrefs					6170								5392-40-5					553578				C01499			16980	638011			LMPR0102010003
QUINOPRIBOTRANS-RXN_xrefs				Q9JSX8													R03348				12733								
QUINOPRIBOTRANS-RXN_xrefs				Q57916																									
QUINOPRIBOTRANS-RXN_xrefs				P30011																									
QUINOPRIBOTRANS-RXN_xrefs				P46714																									
QUINOPRIBOTRANS-RXN_xrefs				Q15274																									
QUINOPRIBOTRANS-RXN_xrefs				P77938																									
PWY-7206_xrefs											PWY-7206																		
GALACTITOL_xrefs			MTBLC16813						HMDB00107				608-66-2			galt		11357				C01697			16813	11850			
ASPAMINOTRANS-RXN_xrefs				Q7LZ21													R00355				21824								
ASPAMINOTRANS-RXN_xrefs				P08906																									
ASPAMINOTRANS-RXN_xrefs				P12343																									
ASPAMINOTRANS-RXN_xrefs				Q06191																									
ASPAMINOTRANS-RXN_xrefs				Q02635																									
ASPAMINOTRANS-RXN_xrefs				Q60317																									
ASPAMINOTRANS-RXN_xrefs				O28151																									
ASPAMINOTRANS-RXN_xrefs				O67781																									
ASPAMINOTRANS-RXN_xrefs				P08907																									
ASPAMINOTRANS-RXN_xrefs				P12345																									
ASPAMINOTRANS-RXN_xrefs				Q9X0Y2																									
ASPAMINOTRANS-RXN_xrefs				Q9PPF7																									
ASPAMINOTRANS-RXN_xrefs				Q9JVS3																									
ASPAMINOTRANS-RXN_xrefs				P53001																									
ASPAMINOTRANS-RXN_xrefs				P96847																									
ASPAMINOTRANS-RXN_xrefs				Q9K0P5																									
ASPAMINOTRANS-RXN_xrefs				Q9X224																									
ASPAMINOTRANS-RXN_xrefs				Q9Y9P0																									
ASPAMINOTRANS-RXN_xrefs				Q9RWP3																									
ASPAMINOTRANS-RXN_xrefs				O66737																									
ASPAMINOTRANS-RXN_xrefs				O28650																									
ASPAMINOTRANS-RXN_xrefs				O30304																									
ASPAMINOTRANS-RXN_xrefs				Q9CEK7																									
ASPAMINOTRANS-RXN_xrefs				O27916																									
ASPAMINOTRANS-RXN_xrefs				O05237																									
ASPAMINOTRANS-RXN_xrefs				Q9YE99																									
ASPAMINOTRANS-RXN_xrefs				O25383																									
ASPAMINOTRANS-RXN_xrefs				O27638																									
ASPAMINOTRANS-RXN_xrefs				O96142																									
ASPAMINOTRANS-RXN_xrefs				Q9ZLG5																									
ASPAMINOTRANS-RXN_xrefs				P00507																									
ASPAMINOTRANS-RXN_xrefs				P44425																									
ASPAMINOTRANS-RXN_xrefs				Q59569																									
ASPAMINOTRANS-RXN_xrefs				Q59197																									
ASPAMINOTRANS-RXN_xrefs				P37833																									
ASPAMINOTRANS-RXN_xrefs				O48599																									
ASPAMINOTRANS-RXN_xrefs				O33822																									
ASPAMINOTRANS-RXN_xrefs				P05201																									
ASPAMINOTRANS-RXN_xrefs				P05202																									
ASPAMINOTRANS-RXN_xrefs				P14909																									
ASPAMINOTRANS-RXN_xrefs				P17174																									
ASPAMINOTRANS-RXN_xrefs				P33097																									
ASPAMINOTRANS-RXN_xrefs				Q43057																									
ASPAMINOTRANS-RXN_xrefs				Q43305																									
ASPAMINOTRANS-RXN_xrefs				Q42794																									
ASPAMINOTRANS-RXN_xrefs				P12344																									
ASPAMINOTRANS-RXN_xrefs				Q01802																									
ASPAMINOTRANS-RXN_xrefs				Q40325																									
ASPAMINOTRANS-RXN_xrefs				P36692																									
ASPAMINOTRANS-RXN_xrefs				P28011																									
ASPAMINOTRANS-RXN_xrefs				Q42391																									
ASPAMINOTRANS-RXN_xrefs				Q9L0L5																									
ASPAMINOTRANS-RXN_xrefs				Q53951																									
ASPAMINOTRANS-RXN_xrefs				Q42803																									
ASPAMINOTRANS-RXN_xrefs				Q42425																									
ASPAMINOTRANS-RXN_xrefs				Q55128																									
ASPAMINOTRANS-RXN_xrefs				P72859																									
ASPAMINOTRANS-RXN_xrefs				Q55453																									
ASPAMINOTRANS-RXN_xrefs				Q55679																									
ASPAMINOTRANS-RXN_xrefs				O48598																									
ASPAMINOTRANS-RXN_xrefs				Q42991																									
ASPAMINOTRANS-RXN_xrefs				P46248																									
ASPAMINOTRANS-RXN_xrefs				O48548																									
ASPAMINOTRANS-RXN_xrefs				Q60013																									
ASPAMINOTRANS-RXN_xrefs				P28734																									
ASPAMINOTRANS-RXN_xrefs				Q17994																									
ASPAMINOTRANS-RXN_xrefs				Q17983																									
ASPAMINOTRANS-RXN_xrefs				Q22066																									
ASPAMINOTRANS-RXN_xrefs				Q22067																									
ASPAMINOTRANS-RXN_xrefs				O01804																									
ASPAMINOTRANS-RXN_xrefs				O54170																									
ASPAMINOTRANS-RXN_xrefs				O42652																									
ASPAMINOTRANS-RXN_xrefs				O94320																									
ASPAMINOTRANS-RXN_xrefs				P46644																									
ASPAMINOTRANS-RXN_xrefs				P00504																									
ASPAMINOTRANS-RXN_xrefs				P00508																									
ASPAMINOTRANS-RXN_xrefs				P00509																									
ASPAMINOTRANS-RXN_xrefs				P00505																									
ASPAMINOTRANS-RXN_xrefs				P00503																									
ASPAMINOTRANS-RXN_xrefs				P00506																									
ASPAMINOTRANS-RXN_xrefs				P26563																									
N-ACETYL-D-GLUCOSAMINE_xrefs			MTBLC28009						HMDB00803				7512-17-6			acgam		22563				C03878			28009	24139			
PWY-6890_xrefs											PWY-6890																		
ENT-COPALYL-DIPHOSPHATE_xrefs																						C06089			58553	25243968			
ADENOSYL-P4_xrefs			MTBLC58141						HMDB01211							ap4a						C01260			58141	25243905			
CPD-8355_xrefs									HMDB11506																74971	58177709			
CPD-14792_xrefs			MTBLC70863																						70863	90657773			
INDOLE-3-GLYCEROL-P_xrefs																3ig3p						C03506			58866	46878464			
PWY-6398_xrefs						map00380																							
RXN-2202_xrefs																					25601								
CPD-94_xrefs																		15941				C10448			4559	16822			
CPD-7682_xrefs			MTBLC58769						HMDB59657													C00450			58769	45266761			
THI-P-KIN-RXN_xrefs				P0AGG0													R00617				15913								
THI-P-KIN-RXN_xrefs				Q9PMK2																									
THI-P-KIN-RXN_xrefs				Q9HWX7																									
THI-P-KIN-RXN_xrefs				Q9JSW4																									
THI-P-KIN-RXN_xrefs				P55881																									
CPD-4573_xrefs																										21121725			
CERAMIDE-GLUCOSYLTRANSFERASE-RXN_xrefs																	R01497				12088								
PWY0-1296_xrefs											PWY0-1296																		
LOGANATE_xrefs													22255-40-9									C01512			18052	5460138			
CPD-4620_xrefs																						C15546			29043	5280589			
PWY1F-FLAVSYN_xrefs										PWY1F-FLAVSYN																			
CPD-505_xrefs			MTBLC57660						HMDB01187													C04477			57660	25201336			
2.3.1.75-RXN_xrefs																	R01999												
RXN-9664_xrefs																					31878								
CPD-7864_xrefs																						C16303			55335	102515282			
CPD-238_xrefs									HMDB10715				103-84-4					7397				C02505			16562	7680			
CPDQT-37_xrefs																										44237164			
CHOLINE_xrefs			MTBLC15354				DB00122		HMDB00097				62-49-7			chol		299	Choline			C00114			15354	305			
CHOLINE_xrefs													123-41-1																
RXN-7979_xrefs																	R07200												
CPD-9904_xrefs																									84454	54746223			
325-BISPHOSPHATE-NUCLEOTIDASE-RXN_xrefs				Q40639													R00188				10040								
RXN0-901_xrefs				Q62637													R02103				16669								
RXN0-901_xrefs				P22811																									
RXN0-901_xrefs				Q12553																									
RXN0-901_xrefs				P08793																									
RXN0-901_xrefs				P10351																									
RXN0-901_xrefs				Q7M0I7																									
RXN0-901_xrefs				Q7M0I8																									
RXN0-901_xrefs				Q7M0I9																									
RXN0-901_xrefs				P47990																									
RXN0-901_xrefs				P47989																									
RXN0-901_xrefs				Q00519																									
CPD-14152_xrefs																						C17500			55409	15903259			
QUERCITRIN_xrefs			MTBLC17558		9221				HMDB33751				522-12-3									C01750			58192	49792009			LMPK12112171
R83-RXN_xrefs																	R07394				14481								
PROTOHEMEFERROCHELAT-RXN_xrefs				P22830													R00310				22584								
PROTOHEMEFERROCHELAT-RXN_xrefs				P22315																									
